id,outcome,category,sub_type,input,expected_intent,expected_tool,actual_intent,actual_tool,notes
qp_108,failed,query_project,query_list_fillable,查询可填报项目,tool_execution,query_project,general_chat,,
qp_109,passed,query_project,query_list_fillable,帮我查下能填报的项目,tool_execution,query_project,tool_execution,query_project,
qp_110,passed,query_project,query_list_fillable,哪些项目可以填报,tool_execution,query_project,tool_execution,query_project,
qp_111,passed,query_project,query_list_fillable,显示能填报的项目,tool_execution,query_project,tool_execution,query_project,
qp_112,passed,query_project,query_list_fillable,列出能填报的项目,tool_execution,query_project,tool_execution,query_project,
qp_113,passed,query_project,query_list_fillable,我想填报工时，有哪些项目,tool_execution,query_project,tool_execution,query_project,
qp_114,passed,query_project,query_list_fillable,工时填报可以选哪些项目,tool_execution,query_project,tool_execution,query_project,
qp_115,passed,query_project,query_list_fillable,查查能填报的项目有哪些,tool_execution,query_project,tool_execution,query_project,
qp_116,passed,query_project,query_list_fillable,能填报的项目都哪些,tool_execution,query_project,tool_execution,query_project,
qp_117,passed,query_project,query_list_fillable,看看现在能填报的项目,tool_execution,query_project,tool_execution,query_project,
qp_118,passed,query_project,query_list_fillable,现在有哪些项目能填报工时,tool_execution,query_project,tool_execution,query_project,
qp_119,passed,query_project,query_list_fillable,查询现在能填报的项目,tool_execution,query_project,tool_execution,query_project,
qp_120,passed,query_project,query_list_fillable,哪些项目可以填报工时呢,tool_execution,query_project,tool_execution,query_project,
qp_121,passed,query_project,query_list_fillable,想查下能填报工时的项目,tool_execution,query_project,tool_execution,query_project,
qp_122,passed,query_project,query_list_fillable,给我看看可填报项目,tool_execution,query_project,tool_execution,query_project,
qp_123,passed,query_project,query_list_fillable,工时能填报哪些项目,tool_execution,query_project,tool_execution,query_project,
qp_124,passed,query_project,query_list_fillable,查看工时可填报的项目,tool_execution,query_project,tool_execution,query_project,
qp_125,passed,query_project,query_list_fillable,我想知道哪些项目能填报,tool_execution,query_project,tool_execution,query_project,
qp_126,passed,query_project,query_list_fillable,能填报工时的项目列表,tool_execution,query_project,tool_execution,query_project,
qp_127,passed,query_project,query_list_fillable,能填报的项目给我看下,tool_execution,query_project,tool_execution,query_project,
qp_128,failed,query_project,query_list_fillable,哪些能填报工时,tool_execution,query_project,general_chat,,
qp_129,passed,query_project,query_list_fillable,我现在能填报哪些项目,tool_execution,query_project,tool_execution,query_project,
qp_130,passed,query_project,query_list_fillable,瞅瞅能填报的项目,tool_execution,query_project,tool_execution,query_project,
qp_131,failed,query_project,query_list_fillable,查能填报的项目,tool_execution,query_project,general_chat,,
qp_132,passed,query_project,query_list_fillable,能填报的项目都有哪些,tool_execution,query_project,tool_execution,query_project,
qp_133,passed,query_project,query_list_fillable,显示能填报的项目列表,tool_execution,query_project,tool_execution,query_project,
qp_134,passed,query_project,query_list_fillable,我能填报工时的项目,tool_execution,query_project,tool_execution,query_project,
qp_135,passed,query_project,query_list_fillable,查询可填报工时的项目,tool_execution,query_project,tool_execution,query_project,
qp_136,passed,query_project,query_list_fillable,帮我看看哪些项目能填报,tool_execution,query_project,tool_execution,query_project,
qp_137,passed,query_project,query_list_fillable,哪些项目现在能填报,tool_execution,query_project,tool_execution,query_project,
qp_138,passed,query_project,query_list_fillable,项目可填报列表,tool_execution,query_project,tool_execution,query_project,
qp_139,passed,query_project,query_list_fillable,能填报工时的项目有哪些,tool_execution,query_project,tool_execution,query_project,
qp_140,passed,query_project,query_list_fillable,现在能填报工时的项目有哪些,tool_execution,query_project,tool_execution,query_project,
qp_141,passed,query_project,query_project_info,AI平台项目的负责人是谁,tool_execution,query_project,tool_execution,query_project,
qp_142,passed,query_project,query_project_info,智慧园区项目状态,tool_execution,query_project,tool_execution,query_project,
qp_143,passed,query_project,query_project_info,数字化转型项目详情,tool_execution,query_project,tool_execution,query_project,
qp_144,passed,query_project,query_project_info,ERP升级的负责人,tool_execution,query_project,tool_execution,query_project,
qp_145,passed,query_project,query_project_info,移动端改版开始时间,tool_execution,query_project,tool_execution,query_project,
qp_146,passed,query_project,query_project_info,云迁移项目结束时间,tool_execution,query_project,tool_execution,query_project,
qp_147,passed,query_project,query_project_info,AI平台项目周期,tool_execution,query_project,tool_execution,query_project,
qp_148,passed,query_project,query_project_info,智慧园区的成员有哪些,tool_execution,query_project,tool_execution,query_project,
qp_149,passed,query_project,query_project_info,数字化转型有多少人,tool_execution,query_project,tool_execution,query_project,
qp_150,passed,query_project,query_project_info,ERP升级的进度,tool_execution,query_project,tool_execution,query_project,
qp_151,passed,query_project,query_project_info,移动端改版项目目前什么状态,tool_execution,query_project,tool_execution,query_project,
qp_152,passed,query_project,query_project_info,云迁移项目负责人叫什么,tool_execution,query_project,tool_execution,query_project,
qp_153,passed,query_project,query_project_info,谁负责AI平台,tool_execution,query_project,tool_execution,query_project,
qp_154,passed,query_project,query_project_info,智慧园区是谁负责的,tool_execution,query_project,tool_execution,query_project,
qp_155,passed,query_project,query_project_info,AI平台项目什么时候开始的,tool_execution,query_project,tool_execution,query_project,
qp_156,passed,query_project,query_project_info,ERP升级项目哪天结束,tool_execution,query_project,tool_execution,query_project,
qp_157,passed,query_project,query_project_info,移动端改版项目什么时候结束,tool_execution,query_project,tool_execution,query_project,
qp_158,passed,query_project,query_project_info,云迁移项目开始时间,tool_execution,query_project,tool_execution,query_project,
qp_159,passed,query_project,query_project_info,AI平台项目详情信息,tool_execution,query_project,tool_execution,query_project,
qp_160,passed,query_project,query_project_info,智慧园区项目成员,tool_execution,query_project,tool_execution,query_project,
qp_161,passed,query_project,query_project_info,数字化转型项目负责人,tool_execution,query_project,tool_execution,query_project,
qp_162,passed,query_project,query_project_info,ERP升级项目状态,tool_execution,query_project,tool_execution,query_project,
qp_163,passed,query_project,query_project_info,移动端改版项目负责人是谁,tool_execution,query_project,tool_execution,query_project,
qp_164,passed,query_project,query_project_info,云迁移项目进度,tool_execution,query_project,tool_execution,query_project,
qp_165,passed,query_project,query_project_info,AI平台项目成员有哪些,tool_execution,query_project,tool_execution,query_project,
qp_166,passed,query_project,query_project_info,智慧园区项目什么时候开始,tool_execution,query_project,tool_execution,query_project,
qp_167,passed,query_project,query_project_info,数字化转型项目哪天开始的,tool_execution,query_project,tool_execution,query_project,
qp_168,passed,query_project,query_project_info,ERP升级项目详细信息,tool_execution,query_project,tool_execution,query_project,
qp_169,passed,query_project,query_project_info,移动端改版项目多少人,tool_execution,query_project,tool_execution,query_project,
qp_170,passed,query_project,query_project_info,云迁移项目什么时候结束的,tool_execution,query_project,tool_execution,query_project,
qp_171,passed,query_project,query_project_info,AI平台项目哪天结束,tool_execution,query_project,tool_execution,query_project,
qp_172,passed,query_project,query_project_info,智慧园区项目周期多久,tool_execution,query_project,tool_execution,query_project,
qp_173,passed,query_project,query_project_info,谁负责数字化转型项目,tool_execution,query_project,tool_execution,query_project,
qp_174,passed,query_project,query_project_info,ERP升级项目成员,tool_execution,query_project,tool_execution,query_project,
qp_175,passed,query_project,query_project_info,移动端改版项目负责人,tool_execution,query_project,tool_execution,query_project,
qp_176,passed,query_project,query_project_info,云迁移项目详情信息,tool_execution,query_project,tool_execution,query_project,
qp_177,passed,query_project,query_project_info,AI平台项目进度如何,tool_execution,query_project,tool_execution,query_project,
qp_178,passed,query_project,query_project_info,智慧园区项目负责人,tool_execution,query_project,tool_execution,query_project,
qp_179,failed,query_project,query_project_info,数字化转型什么时候结束,tool_execution,query_project,general_chat,,
qp_180,passed,query_project,query_project_info,ERP升级项目什么时候开始的,tool_execution,query_project,tool_execution,query_project,
qp_181,passed,query_project,query_project_info,移动端改版项目什么时候开始的,tool_execution,query_project,tool_execution,query_project,
qp_182,passed,query_project,query_project_info,云迁移项目负责人是谁,tool_execution,query_project,tool_execution,query_project,
qp_183,passed,query_project,query_project_info,AI平台项目有多少人,tool_execution,query_project,tool_execution,query_project,
qp_184,passed,query_project,query_project_info,智慧园区项目状态如何,tool_execution,query_project,tool_execution,query_project,
qp_185,passed,query_project,query_project_info,数字化转型项目状态如何,tool_execution,query_project,tool_execution,query_project,
qp_186,passed,query_project,query_project_info,ERP升级项目成员有哪些,tool_execution,query_project,tool_execution,query_project,
qp_187,failed,query_project,query_project_info,移动端改版项目周期多久,tool_execution,query_project,,query_timesheet,
qp_188,passed,query_project,query_project_info,云迁移项目多少人,tool_execution,query_project,tool_execution,query_project,
qp_189,passed,query_project,query_project_info,AI平台项目什么时候结束的,tool_execution,query_project,tool_execution,query_project,
qp_190,passed,query_project,query_project_info,智慧园区项目哪天结束的,tool_execution,query_project,tool_execution,query_project,
qp_191,passed,query_project,query_project_info,数字化转型项目什么时候开始的,tool_execution,query_project,tool_execution,query_project,
qp_192,passed,query_project,query_project_info,ERP升级项目什么时候结束,tool_execution,query_project,tool_execution,query_project,
qp_193,passed,query_project,query_project_info,移动端改版项目状态如何,tool_execution,query_project,tool_execution,query_project,
qp_194,passed,query_project,query_project_info,谁负责云迁移项目,tool_execution,query_project,tool_execution,query_project,
qp_195,passed,query_project,query_project_info,AI平台项目成员,tool_execution,query_project,tool_execution,query_project,
qp_196,passed,query_project,query_project_info,智慧园区项目进度如何,tool_execution,query_project,tool_execution,query_project,
qp_197,passed,query_project,query_project_info,数字化转型项目多少人参与,tool_execution,query_project,tool_execution,query_project,
qp_198,passed,query_project,query_project_info,ERP升级项目负责人是谁,tool_execution,query_project,tool_execution,query_project,
qp_199,passed,query_project,query_project_info,移动端改版项目哪天开始的,tool_execution,query_project,tool_execution,query_project,
qp_200,passed,query_project,query_project_info,云迁移项目周期多长,tool_execution,query_project,tool_execution,query_project,
qobm_001,passed,query_timesheet,query_others_by_member,李四的工时,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_002,passed,query_timesheet,query_others_by_member,查一下王五的工时记录,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_003,passed,query_timesheet,query_others_by_member,看看赵六的工时,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_004,passed,query_timesheet,query_others_by_member,瞅一眼孙七的工时,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_005,failed,query_timesheet,query_others_by_member,查询周八的工时记录,tool_execution,query_timesheet,general_chat,,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_006,failed,query_timesheet,query_others_by_member,帮我查一下吴九的工时,tool_execution,query_timesheet,general_chat,,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_007,passed,query_timesheet,query_others_by_member,查看郑十的工时情况,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_008,passed,query_timesheet,query_others_by_member,李四的填报,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_009,failed,query_timesheet,query_others_by_member,王五的数据,tool_execution,query_timesheet,general_chat,,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_010,passed,query_timesheet,query_others_by_member,赵六填了啥,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_011,failed,query_timesheet,query_others_by_member,看看孙七的工作量,tool_execution,query_timesheet,general_chat,,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_012,failed,query_timesheet,query_others_by_member,查一下周八的填报记录,tool_execution,query_timesheet,general_chat,,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_013,passed,query_timesheet,query_others_by_member,吴九工时情况,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_014,passed,query_timesheet,query_others_by_member,瞅瞅郑十的工时,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_015,passed,query_timesheet,query_others_by_member,查询李四的工时记录,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_016,passed,query_timesheet,query_others_by_member,王五工时,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_017,passed,query_timesheet,query_others_by_member,看一眼赵六的工时,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_018,passed,query_timesheet,query_others_by_member,浏览一下孙七的工时数据,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_019,failed,query_timesheet,query_others_by_member,统计周八的工时,tool_execution,query_timesheet,general_chat,,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_020,passed,query_timesheet,query_others_by_member,核对吴九的工时记录,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_021,passed,query_timesheet,query_others_by_member,看一下郑十的工时,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_022,passed,query_timesheet,query_others_by_member,获取李四的工时数据,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_023,passed,query_timesheet,query_others_by_member,检查王五的填报情况,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_024,failed,query_timesheet,query_others_by_member,帮我看看赵六的工时,tool_execution,query_timesheet,general_chat,,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_025,failed,query_timesheet,query_others_by_member,翻一下孙七的工时记录,tool_execution,query_timesheet,general_chat,,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_026,failed,query_timesheet,query_others_by_member,查周八的工时明细,tool_execution,query_timesheet,general_chat,,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_027,passed,query_timesheet,query_others_by_member,检索吴九的工时,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_028,passed,query_timesheet,query_others_by_member,展示郑十的工时,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_029,failed,query_timesheet,query_others_by_member,拉一下李四的工时数据,tool_execution,query_timesheet,general_chat,,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_030,passed,query_timesheet,query_others_by_member,翻翻王五的工时,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_031,failed,query_timesheet,query_others_by_member,赵六工时统计,tool_execution,query_timesheet,,compute_statistics,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_032,passed,query_timesheet,query_others_by_member,算一下孙七的工时,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_033,failed,query_timesheet,query_others_by_member,汇总周八的工时,tool_execution,query_timesheet,general_chat,,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_034,passed,query_timesheet,query_others_by_member,瞅瞅吴九的工时,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_035,failed,query_timesheet,query_others_by_member,查查看郑十的工时,tool_execution,query_timesheet,general_chat,,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_036,passed,query_timesheet,query_others_by_member,瞧一下李四的工时,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_037,passed,query_timesheet,query_others_by_member,瞄一眼王五的工时,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_038,passed,query_timesheet,query_others_by_member,查赵六的填报,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_039,passed,query_timesheet,query_others_by_member,了解一下孙七的工时,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_040,failed,query_timesheet,query_others_by_member,确认周八的工时,tool_execution,query_timesheet,general_chat,,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_041,failed,query_timesheet,query_others_by_member,吴九总工时,tool_execution,query_timesheet,,compute_statistics,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_042,passed,query_timesheet,query_others_by_member,郑十的记录,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_043,passed,query_timesheet,query_others_by_member,李四的工时明细,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_044,passed,query_timesheet,query_others_by_member,王五的工时详情,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_045,passed,query_timesheet,query_others_by_member,赵六的工时汇总,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_046,passed,query_timesheet,query_others_by_member,孙七的情况,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_047,failed,query_timesheet,query_others_by_member,周八的数据,tool_execution,query_timesheet,general_chat,,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_048,failed,query_timesheet,query_others_by_member,吴九填报,tool_execution,query_timesheet,general_chat,,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_049,failed,query_timesheet,query_others_by_member,郑十的工时列表,tool_execution,query_timesheet,general_chat,,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_050,passed,query_timesheet,query_others_by_member,李四的全部工时,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_051,failed,query_timesheet,query_others_by_member,王五的工作时长,tool_execution,query_timesheet,,compute_statistics,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_052,passed,query_timesheet,query_others_by_member,赵六的工时表,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_053,failed,query_timesheet,query_others_by_member,孙七的时间,tool_execution,query_timesheet,general_chat,,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_054,failed,query_timesheet,query_others_by_member,周八的填报记录,tool_execution,query_timesheet,general_chat,,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_055,passed,query_timesheet,query_others_by_member,吴九的填报明细,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_056,failed,query_timesheet,query_others_by_member,郑十的工作记录,tool_execution,query_timesheet,general_chat,,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_057,passed,query_timesheet,query_others_by_member,李四的工时数据,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_058,passed,query_timesheet,query_others_by_member,王五的工时信息,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_059,failed,query_timesheet,query_others_by_member,赵六工时,tool_execution,query_timesheet,general_chat,,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobm_060,passed,query_timesheet,query_others_by_member,孙七工时,tool_execution,query_timesheet,tool_execution,query_timesheet,只提供成员姓名，无日期范围；查询他人需要member_name；必须传user_id
qobp_001,passed,query_timesheet,query_others_by_project,AI平台项目李四的工时,tool_execution,query_timesheet,tool_execution,query_timesheet,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_002,passed,query_timesheet,query_others_by_project,查一下王五在智慧办公的工时,tool_execution,query_timesheet,tool_execution,query_timesheet,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_003,passed,query_timesheet,query_others_by_project,看看赵六在数据中台的工时,tool_execution,query_timesheet,tool_execution,query_timesheet,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_004,passed,query_timesheet,query_others_by_project,瞅一眼孙七在智能客服的工时,tool_execution,query_timesheet,tool_execution,query_timesheet,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_005,failed,query_timesheet,query_others_by_project,查询周八在云原生平台的工时记录,tool_execution,query_timesheet,,query_project,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_006,failed,query_timesheet,query_others_by_project,帮我查一下吴九在区块链平台的工时,tool_execution,query_timesheet,,query_project,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_007,failed,query_timesheet,query_others_by_project,查看郑十在物联网平台的工时情况,tool_execution,query_timesheet,,query_project,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_008,passed,query_timesheet,query_others_by_project,李四在AI平台的填报,tool_execution,query_timesheet,tool_execution,query_timesheet,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_009,passed,query_timesheet,query_others_by_project,王五在智慧办公的数据,tool_execution,query_timesheet,tool_execution,query_timesheet,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_010,passed,query_timesheet,query_others_by_project,赵六在数据中台填了啥,tool_execution,query_timesheet,tool_execution,query_timesheet,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_011,passed,query_timesheet,query_others_by_project,看看孙七在智能客服的工作量,tool_execution,query_timesheet,tool_execution,query_timesheet,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_012,failed,query_timesheet,query_others_by_project,查一下周八在云原生平台的填报记录,tool_execution,query_timesheet,,query_project,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_013,passed,query_timesheet,query_others_by_project,吴九在区块链平台的工时情况,tool_execution,query_timesheet,tool_execution,query_timesheet,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_014,failed,query_timesheet,query_others_by_project,瞅瞅郑十在物联网平台的工时,tool_execution,query_timesheet,,query_project,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_015,failed,query_timesheet,query_others_by_project,查询李四在AI平台的工时记录,tool_execution,query_timesheet,,query_project,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_016,failed,query_timesheet,query_others_by_project,王五在智慧办公工时,tool_execution,query_timesheet,,query_project,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_017,failed,query_timesheet,query_others_by_project,看一眼赵六在数据中台的工时,tool_execution,query_timesheet,,query_project,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_018,passed,query_timesheet,query_others_by_project,浏览一下孙七在智能客服的工时数据,tool_execution,query_timesheet,tool_execution,query_timesheet,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_019,failed,query_timesheet,query_others_by_project,统计周八在云原生平台的工时,tool_execution,query_timesheet,,query_project,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_020,passed,query_timesheet,query_others_by_project,核对吴九在区块链平台的工时记录,tool_execution,query_timesheet,tool_execution,query_timesheet,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_021,passed,query_timesheet,query_others_by_project,看一下郑十在物联网平台的工时,tool_execution,query_timesheet,tool_execution,query_timesheet,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_022,failed,query_timesheet,query_others_by_project,获取李四在AI平台的工时数据,tool_execution,query_timesheet,,query_project,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_023,failed,query_timesheet,query_others_by_project,检查王五在智慧办公的填报情况,tool_execution,query_timesheet,,query_project,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_024,failed,query_timesheet,query_others_by_project,帮我看看赵六在数据中台的工时,tool_execution,query_timesheet,,query_project,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_025,failed,query_timesheet,query_others_by_project,翻一下孙七在智能客服的工时记录,tool_execution,query_timesheet,,query_project,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_026,passed,query_timesheet,query_others_by_project,查周八在云原生平台的工时明细,tool_execution,query_timesheet,tool_execution,query_timesheet,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_027,passed,query_timesheet,query_others_by_project,检索吴九在区块链平台的工时,tool_execution,query_timesheet,tool_execution,query_timesheet,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_028,passed,query_timesheet,query_others_by_project,展示郑十在物联网平台的工时,tool_execution,query_timesheet,tool_execution,query_timesheet,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_029,passed,query_timesheet,query_others_by_project,拉一下李四在AI平台的工时数据,tool_execution,query_timesheet,tool_execution,query_timesheet,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qobp_030,passed,query_timesheet,query_others_by_project,翻翻王五在智慧办公的工时,tool_execution,query_timesheet,tool_execution,query_timesheet,按项目和成员查询；需要解析project_id和member_name；必须传user_id
qolm_001,failed,query_timesheet,query_others_last_month,何思思上个月工时,tool_execution,query_timesheet,,compute_statistics,上个月=2026-03-01至2026-03-31；管理员查询他人
qolm_002,failed,query_timesheet,query_others_last_month,查一下李明上月工时,tool_execution,query_timesheet,general_chat,,上个月=2026-03-01至2026-03-31；管理员查询他人
qolm_003,failed,query_timesheet,query_others_last_month,看看王芳上个月填报,tool_execution,query_timesheet,general_chat,,上个月=2026-03-01至2026-03-31；管理员查询他人
qolm_004,passed,query_timesheet,query_others_last_month,查下张总上月工时,tool_execution,query_timesheet,tool_execution,query_timesheet,上个月=2026-03-01至2026-03-31；管理员查询他人
qolm_005,failed,query_timesheet,query_others_last_month,瞅一眼刘工上个月工时,tool_execution,query_timesheet,general_chat,,上个月=2026-03-01至2026-03-31；管理员查询他人
qolm_006,passed,query_timesheet,query_others_last_month,查询陈经理上月填报,tool_execution,query_timesheet,tool_execution,query_timesheet,上个月=2026-03-01至2026-03-31；管理员查询他人
qolm_007,failed,query_timesheet,query_others_last_month,看看赵丽上个月工时,tool_execution,query_timesheet,general_chat,,上个月=2026-03-01至2026-03-31；管理员查询他人
qolm_008,passed,query_timesheet,query_others_last_month,查下孙涛上月工时,tool_execution,query_timesheet,tool_execution,query_timesheet,上个月=2026-03-01至2026-03-31；管理员查询他人
qolm_009,failed,query_timesheet,query_others_last_month,瞅瞅周建国上个月工时,tool_execution,query_timesheet,general_chat,,上个月=2026-03-01至2026-03-31；管理员查询他人
qolm_010,passed,query_timesheet,query_others_last_month,查一下吴晓燕上月工时,tool_execution,query_timesheet,tool_execution,query_timesheet,上个月=2026-03-01至2026-03-31；管理员查询他人
qolm_011,failed,query_timesheet,query_others_last_month,查询何思思上月填报情况,tool_execution,query_timesheet,general_chat,,上个月=2026-03-01至2026-03-31；管理员查询他人
qolm_012,passed,query_timesheet,query_others_last_month,看看李明上个月工时记录,tool_execution,query_timesheet,tool_execution,query_timesheet,上个月=2026-03-01至2026-03-31；管理员查询他人
qolm_013,passed,query_timesheet,query_others_last_month,查下王芳上月填报,tool_execution,query_timesheet,tool_execution,query_timesheet,上个月=2026-03-01至2026-03-31；管理员查询他人
